Date,pnl
2018-08-17,-0.8600000000000012
2018-08-21,-0.8200000000000021
2018-08-23,-1.320000000000002
2018-08-29,-1.240000000000002
2018-10-09,-1.4000000000000012
2018-11-12,-0.010000000000000675
2019-01-14,2.119999999999999
2019-04-30,0.34999999999999787
2019-08-09,-2.1300000000000026
2019-10-08,-0.37000000000000277
2020-01-07,-1.320000000000002
2020-04-28,-2.3900000000000023
2020-05-06,-1.3300000000000018
2020-06-30,-3.230000000000002
2020-08-10,-5.6700000000000035
2020-10-13,-8.500000000000005
2021-01-05,-12.220000000000004
2021-01-07,-11.760000000000003
2021-08-10,-9.580000000000004
2021-10-12,-7.020000000000005
2022-04-26,-3.7900000000000045
2022-08-09,-3.5500000000000043
2022-10-11,-2.3000000000000043
2023-01-03,-5.200000000000005
2023-04-25,-1.4500000000000064
2023-08-09,0.07999999999999297
2023-10-10,0.9199999999999928
2024-01-02,1.239999999999993
2024-01-09,1.4399999999999942
2024-01-11,1.1099999999999959
2024-04-30,-1.4100000000000037
2024-08-09,-1.0100000000000033
2024-10-08,-3.520000000000003
2024-10-11,-4.190000000000003
2024-10-16,-4.5000000000000036
2024-10-22,-6.530000000000003
2025-01-07,-2.8000000000000025
2025-01-30,-4.810000000000002
