,Date,Close,Open,High,Low,Volume
EXK,2025-01-14,3.5799999237060547,3.440000057220459,3.6600000858306885,3.4200000762939453,9446200
FSM,2025-01-14,4.559999942779541,4.300000190734863,4.610000133514404,4.269999980926514,9583300
ASM,2025-01-14,0.949999988079071,0.9100000262260437,0.949999988079071,0.9100000262260437,587400
SVM,2025-01-14,3.1600000858306885,2.9800000190734863,3.180000066757202,2.950000047683716,5191700
AG,2025-01-14,5.840000152587891,5.590000152587891,5.949999809265137,5.590000152587891,16032400
HL,2025-01-14,5.389999866485596,5.179999828338623,5.420000076293945,5.130000114440918,14861200
PAAS,2025-01-14,21.420000076293945,20.8799991607666,21.670000076293945,20.780000686645508,3529300
WPM,2025-01-14,56.90999984741211,56.11000061035156,57.45000076293945,55.880001068115234,1502700
