Date,pnl
2010-03-02,-1.6799999999999997
2010-06-15,4.210000000000001
2010-07-29,0.14000000000000057
2010-11-04,8.780000000000001
2010-11-16,6.490000000000002
2011-02-03,8.379999999999995
2011-03-24,10.159999999999997
2011-08-12,7.329999999999998
2011-09-20,9.86
2011-09-22,7.079999999999998
2011-10-12,8.579999999999998
2011-10-20,6.699999999999996
2011-10-25,4.1499999999999915
2012-02-07,5.459999999999994
2012-05-22,-4.780000000000008
2012-06-15,-4.500000000000007
2012-06-20,-4.410000000000011
2012-07-25,-2.440000000000012
2012-08-20,-1.8300000000000125
2012-08-22,-1.440000000000012
2012-10-11,-2.140000000000015
2012-10-18,-3.8400000000000105
2013-04-25,10.089999999999986
2013-07-19,5.009999999999986
2013-07-30,4.219999999999986
2013-08-12,3.9199999999999875
2013-08-26,5.509999999999987
2013-09-19,5.719999999999988
2013-11-14,8.729999999999988
2013-11-19,7.929999999999987
2014-03-04,4.509999999999989
2014-04-04,3.729999999999988
2014-04-16,3.7199999999999864
2014-04-24,3.2999999999999847
2014-06-10,0.8399999999999856
2014-11-10,-6.2000000000000135
2014-11-13,-6.660000000000014
2015-01-09,-7.240000000000014
2015-03-19,-8.610000000000014
2015-03-31,-9.110000000000014
2015-04-07,-9.370000000000013
2015-04-30,-7.790000000000013
2015-05-08,-7.960000000000013
2015-06-17,-6.010000000000014
2015-08-11,-9.220000000000013
2015-09-22,-8.010000000000012
2015-09-25,-7.800000000000013
2016-04-05,-14.160000000000014
2016-04-28,-12.560000000000013
2016-05-06,-12.640000000000015
2016-06-14,-14.610000000000015
2016-06-17,-15.350000000000014
2016-07-19,-20.600000000000016
2016-08-08,-19.050000000000015
2016-08-10,-18.530000000000015
2016-09-22,-13.070000000000018
2016-10-03,-13.56000000000002
2016-10-24,-12.87000000000002
2016-10-26,-13.19000000000002
2016-12-27,-9.94000000000002
2017-02-01,-7.680000000000021
2017-05-15,-9.44000000000002
2017-07-27,-10.930000000000021
2017-08-03,-11.72000000000002
2017-08-14,-12.45000000000002
2017-08-22,-12.96000000000002
2017-08-30,-13.750000000000021
2017-10-03,-14.420000000000021
2017-10-13,-14.510000000000021
2017-10-23,-14.650000000000022
2017-11-13,-14.340000000000023
2017-12-18,-14.620000000000022
2018-01-30,-12.800000000000022
2018-02-01,-12.86000000000002
2018-02-15,-12.840000000000021
2018-03-26,-13.39000000000002
2018-04-04,-13.80000000000002
2018-05-11,-13.590000000000021
2018-05-15,-13.880000000000022
2018-08-24,-13.230000000000022
2018-09-18,-12.720000000000022
2018-10-01,-12.880000000000022
2018-10-10,-12.920000000000023
2018-10-26,-12.900000000000022
2018-11-02,-13.170000000000021
2018-11-09,-13.870000000000022
2018-11-19,-14.300000000000022
2018-12-31,-11.580000000000023
2019-01-10,-11.630000000000022
2019-02-05,-12.690000000000023
2019-02-07,-12.560000000000022
2019-04-08,-12.740000000000022
2019-04-15,-13.570000000000022
2019-05-10,-11.850000000000021
2019-05-15,-12.13000000000002
2019-05-17,-12.13000000000002
2019-05-22,-11.96000000000002
2019-06-11,-9.34000000000002
2019-07-19,-5.260000000000021
2019-07-29,-5.290000000000022
2019-08-02,-5.930000000000023
2019-09-20,-5.760000000000025
2019-09-27,-7.270000000000026
2019-10-07,-9.390000000000027
2019-10-15,-10.79000000000003
2019-10-22,-11.140000000000027
2019-11-18,-12.370000000000028
2019-11-21,-12.670000000000028
2019-12-13,-13.540000000000026
2020-01-09,-11.620000000000024
2020-03-05,-10.850000000000025
2020-04-06,-12.240000000000025
2020-05-04,-5.380000000000026
2020-05-06,-5.020000000000026
2020-05-13,-6.420000000000025
2020-06-11,-5.660000000000023
2020-06-16,-5.820000000000023
2020-06-18,-5.840000000000023
2020-07-20,1.2299999999999738
2020-07-31,1.2199999999999758
2020-08-27,4.259999999999975
2020-10-01,0.7399999999999753
2020-10-06,0.009999999999974918
2020-10-08,-1.0600000000000254
2020-10-20,-2.6800000000000264
2020-11-09,-1.0100000000000247
2020-11-11,-1.2700000000000227
2020-12-16,-0.10000000000002451
2021-01-11,-0.39000000000002366
2021-02-02,-0.5800000000000249
2021-02-10,0.16999999999997506
2021-03-05,-2.1400000000000237
2021-04-06,-1.470000000000022
2021-04-09,-1.380000000000022
2021-04-19,-2.1700000000000212
2021-04-23,-2.7200000000000184
2021-05-05,-2.8100000000000183
2021-05-26,-0.990000000000018
2021-07-20,3.3599999999999834
2021-07-28,3.6999999999999833
2021-08-05,2.6199999999999815
2021-08-20,2.9899999999999824
2021-09-24,1.8999999999999826
2021-11-15,7.579999999999982
2021-11-23,6.759999999999982
2021-12-17,7.079999999999982
2022-01-12,7.759999999999982
2022-02-04,6.329999999999982
2022-03-08,12.589999999999984
2022-04-04,11.409999999999984
2022-04-14,11.629999999999983
2022-04-19,9.839999999999984
2022-05-19,14.509999999999986
2022-07-26,11.089999999999986
2022-08-04,10.779999999999985
2022-08-18,10.349999999999985
2022-09-28,11.759999999999986
2022-10-11,11.749999999999984
2022-10-25,12.199999999999983
2022-11-14,16.749999999999982
2022-12-09,17.44999999999998
2023-03-07,15.729999999999983
2023-04-03,23.279999999999983
2023-04-19,24.119999999999983
2023-05-01,24.119999999999983
2023-05-11,23.419999999999984
2023-07-19,25.869999999999987
2023-07-26,25.439999999999987
2023-08-25,29.719999999999988
2023-09-19,30.26999999999999
2023-09-26,29.939999999999987
2023-10-09,29.319999999999986
2023-10-26,30.489999999999988
2023-11-21,31.869999999999987
2023-12-18,32.11999999999999
2024-01-02,31.57999999999999
2024-02-06,31.589999999999993
2024-02-08,31.519999999999992
2024-03-05,27.30999999999999
2024-04-09,28.84999999999999
