,entry_index,exit_index,entry_price,exit_price,pnl,reason
0,2018-05-31,2018-06-06,0.33608848912118633,0.3333133863921968,-24.951849029949667,Stop-loss hit
1,2018-06-18,2018-06-22,0.34201557935735155,0.3487874900739112,-57.67720773546425,Stop-loss hit
2,2018-06-22,2018-06-25,0.3487874900739112,0.3511787819253438,-19.55704957351951,Stop-loss hit
3,2018-07-25,2018-07-27,0.3630998203746472,0.35481770833333337,61.89988637640626,Take-profit hit
4,2018-08-02,2018-08-03,0.3510840374664309,0.34661820070102556,-36.56089886388996,Stop-loss hit
5,2018-09-11,2018-09-13,0.29787234042553196,0.3040396881644224,69.55782312925163,Take-profit hit
6,2018-09-14,2018-09-17,0.2997081227308322,0.3111519694505339,128.25418497977375,Stop-loss hit
7,2018-09-17,2018-09-18,0.3111519694505339,0.3055162659123055,58.20661157024811,Take-profit hit
8,2018-09-19,2018-09-20,0.31542631838344015,0.31593695271453587,-5.158342633927905,Stop-loss hit
9,2018-09-26,2018-10-03,0.29815229563269874,0.2911029110291103,-81.22065727699533,Stop-loss hit
10,2018-10-03,2018-10-11,0.2911029110291103,0.2883947185545518,-31.42564306023897,Stop-loss hit
11,2018-10-11,2018-10-12,0.2883947185545518,0.2817191034340942,-81.37320365800551,Stop-loss hit
12,2018-10-24,2018-10-25,0.2719465648854962,0.259446878422782,-168.28034999780166,Stop-loss hit
13,2018-11-06,2018-11-09,0.25837122778007443,0.2513059438091204,-103.30026666666686,Stop-loss hit
14,2018-11-26,2018-11-27,0.23041798384264137,0.22588868432233394,-84.63247323022007,Stop-loss hit
15,2018-12-04,2018-12-12,0.224796579782099,0.2252160304824114,8.412059166698853,Take-profit hit
16,2018-12-18,2018-12-24,0.2380952380952381,0.24666260079962055,-152.5862068965519,Stop-loss hit
17,2018-12-24,2018-12-27,0.24666260079962055,0.24387037402221784,47.310862214708436,Stop-loss hit
18,2019-01-08,2019-01-10,0.24699257742513436,0.24123512383403023,93.87500335579463,Take-profit hit
19,2019-01-15,2019-01-16,0.2255784061696658,0.2266598176447926,21.270931242441424,Stop-loss hit
20,2019-01-30,2019-01-31,0.24496665212242102,0.2511216350947159,-102.60021107291111,Stop-loss hit
21,2019-02-12,2019-02-15,0.24230058024612636,0.25428027901077993,205.18213296398898,Stop-loss hit
22,2019-02-20,2019-02-21,0.23762005737807163,0.23484608060933038,-48.273985436860116,Stop-loss hit
23,2019-03-05,2019-03-06,0.234881566759296,0.2251145494388738,-176.39277921047335,Stop-loss hit
24,2019-03-15,2019-03-19,0.24927840461821044,0.24025001627710138,146.387811634349,Take-profit hit
25,2019-03-28,2019-03-29,0.22715161204369838,0.22238400953074325,-92.99627626181426,Stop-loss hit
26,2019-04-16,2019-04-17,0.2141427618412275,0.21268057784911718,-31.804815558854852,Stop-loss hit
27,2019-04-30,2019-05-03,0.20376700851263488,0.20471172561916906,22.72225588642669,Take-profit hit
28,2019-05-08,2019-05-09,0.19525707722451185,0.19408251900108575,-30.672525472636238,Stop-loss hit
29,2019-05-14,2019-05-16,0.19388516032811334,0.1767416271233065,-449.55621301775193,Stop-loss hit
30,2019-05-21,2019-05-31,0.17632766400555364,0.17716129918286067,27.106454212908005,Take-profit hit
31,2019-06-03,2019-06-05,0.1805225653206651,0.1752249509505446,163.0688563514058,Take-profit hit
32,2019-06-10,2019-06-11,0.16752928357395805,0.1651825164842635,-83.76958159825494,Stop-loss hit
33,2019-06-19,2019-06-20,0.1781221030327109,0.19093388751785947,-411.72178383383346,Stop-loss hit
34,2019-07-11,2019-07-15,0.18338298576630255,0.1793283338767525,-122.40482737947862,Stop-loss hit
35,2019-07-16,2019-07-17,0.20498936375942758,0.21826392373306572,-324.6825679363943,Stop-loss hit
36,2019-07-24,2019-07-29,0.24124795936876473,0.23556694739411693,96.70793525166278,Take-profit hit
37,2019-08-01,2019-08-05,0.2433777887038289,0.26166167390108214,-310.31017243138524,Stop-loss hit
38,2019-08-07,2019-08-13,0.26162961224848946,0.22869637158728282,477.6000925013573,Stop-loss hit
39,2019-08-27,2019-08-28,0.23363456028212476,0.2314915920506661,39.622641509433784,Stop-loss hit
40,2019-09-04,2019-09-05,0.21745804338927546,0.20695187165775403,-212.5796539792384,Stop-loss hit
41,2019-09-16,2019-09-17,0.19245831934653687,0.19594782126006105,94.95166306111341,Take-profit hit
42,2019-09-18,2019-09-19,0.18774033024202666,0.19455690508322088,194.4912178835834,Take-profit hit
43,2019-09-26,2019-09-27,0.18798047247629202,0.18668041000973484,-36.05168188906248,Stop-loss hit
44,2019-10-11,2019-10-15,0.1759597806215722,0.1712309349662641,-153.8918873334456,Stop-loss hit
45,2019-10-15,2019-10-17,0.1712309349662641,0.17946672743846856,279.5392745932197,Take-profit hit
46,2019-10-21,2019-10-24,0.17225644535706136,0.1768715146735763,157.4952852945048,Take-profit hit
47,2019-10-28,2019-10-31,0.17115600448933782,0.17310989436424976,67.67535608707377,Take-profit hit
48,2019-11-01,2019-11-06,0.17838346905988592,0.1737550394639714,141.90810539716918,Take-profit hit
49,2019-11-07,2019-11-08,0.1825201825201825,0.1829122974261201,-11.556952662722153,Stop-loss hit
50,2019-11-12,2019-11-15,0.18758587729255033,0.1792452830188679,240.15578725303274,Take-profit hit
51,2019-11-21,2019-11-26,0.1772344408048666,0.18203102136376936,152.60050757550994,Take-profit hit
52,2019-11-29,2019-12-02,0.1929298276571966,0.19507856507560037,-57.26595032718742,Stop-loss hit
53,2019-12-11,2019-12-12,0.20400880271218702,0.2079383886255924,-94.79298591573179,Stop-loss hit
54,2019-12-20,2019-12-24,0.1962725684333139,0.22162070715614957,679.5771733483615,Stop-loss hit
55,2019-12-24,2019-12-27,0.22162070715614957,0.22728554509051943,-115.32350484625972,Stop-loss hit
56,2020-01-08,2020-01-09,0.20880517041374355,0.20912547528517111,7.2576355645147,Stop-loss hit
57,2020-01-21,2020-01-22,0.22339767036182545,0.22586459389433364,-49.383601190286754,Stop-loss hit
58,2020-01-24,2020-01-27,0.22498618021006084,0.22073467581323303,83.92565001901633,Take-profit hit
59,2020-01-30,2020-02-05,0.21251607851909848,0.21625312997951285,81.3157894736845,Take-profit hit
60,2020-02-07,2020-02-12,0.2125734961555857,0.21277812732368587,4.4760072430964755,Take-profit hit
61,2020-02-13,2020-02-14,0.20548333995572457,0.1976284584980237,-187.01352217575794,Stop-loss hit
62,2020-02-21,2020-02-25,0.21314579388693536,0.2081148219707425,108.52186348527371,Take-profit hit
63,2020-02-27,2020-02-28,0.18833776370114813,0.17890488524787665,-249.68752536320022,Stop-loss hit
64,2020-03-09,2020-03-11,0.17749378771742988,0.159460105112279,-567.073333333333,Stop-loss hit
65,2020-03-19,2020-03-20,0.2190689569330346,0.18247298919567825,790.6508264462811,Take-profit hit
66,2020-03-30,2020-04-03,0.15617200313770235,0.1427771556550952,-559.5796584725089,Stop-loss hit
67,2020-04-14,2020-04-17,0.1694915254237288,0.1569224657352844,421.052631578947,Take-profit hit
68,2020-04-23,2020-04-24,0.17265148033873826,0.17648602545597689,-128.71517587358503,Stop-loss hit
