,entry_index,exit_index,entry_price,exit_price,pnl,reason
0,2018-11-20,2018-11-26,0.048430353430353436,0.0494375,428.5026992878225,Take-profit hit
1,2018-11-28,2018-11-30,0.05075876504447933,0.05055871702017589,78.53863322350858,Stop-loss hit
2,2018-12-10,2018-12-11,0.04667010841507486,0.04684619368203003,80.5931357193174,Stop-loss hit
3,2018-12-14,2018-12-17,0.046584984358706984,0.04761286974571873,475.8673363460359,Take-profit hit
4,2018-12-19,2018-12-21,0.04563475546305931,0.04462875197472354,-477.28700788287284,Stop-loss hit
5,2018-12-27,2019-01-04,0.04816414686825054,0.04965333333333333,-649.9225803856885,Stop-loss hit
6,2019-01-04,2019-01-08,0.04965333333333333,0.05066988210075027,-410.338028591504,Stop-loss hit
7,2019-01-16,2019-01-18,0.05237560192616372,0.05355851063829787,-433.7522334184165,Stop-loss hit
8,2019-01-31,2019-02-01,0.052965699208443275,0.05354821523708045,-205.6712173526251,Stop-loss hit
9,2019-02-11,2019-02-12,0.05418604651162791,0.055848849945235486,-559.2807142823497,Stop-loss hit
10,2019-02-25,2019-02-28,0.05966435801811401,0.05829605963791268,384.5760054045351,Take-profit hit
11,2019-03-07,2019-03-08,0.05723949809056192,0.05622137404580153,-310.91804383319015,Stop-loss hit
12,2019-03-13,2019-03-14,0.05593916755602988,0.055520555258942866,-133.70516192303666,Stop-loss hit
13,2019-04-01,2019-04-02,0.05679721030042919,0.05759568733153639,-246.32382714519764,Stop-loss hit
14,2019-04-23,2019-04-24,0.05812736103615758,0.053676231727125066,1313.1080810879387,Stop-loss hit
15,2019-04-24,2019-04-25,0.053676231727125066,0.05293122270742358,-256.48151264481595,Stop-loss hit
16,2019-05-13,2019-05-14,0.052467605633802816,0.05219701162147205,-100.06806140882193,Stop-loss hit
17,2019-05-23,2019-05-28,0.05131119864940912,0.05175438596491228,167.38329910667395,Take-profit hit
18,2019-05-31,2019-06-03,0.05078062678062678,0.05168853394181403,351.6819856792436,Take-profit hit
19,2019-06-07,2019-06-10,0.05240963855421686,0.052007963594994315,147.49385022868708,Take-profit hit
20,2019-06-13,2019-06-17,0.053497453310696094,0.055117883841288094,-557.2206889163475,Stop-loss hit
21,2019-07-08,2019-07-09,0.052935883014623174,0.05121161362367392,-619.8243365207849,Stop-loss hit
22,2019-07-22,2019-07-25,0.053774427694025684,0.05302609661299278,260.23177048045403,Take-profit hit
23,2019-07-26,2019-07-29,0.05407178911946158,0.05424634420697413,-59.534874873857945,Stop-loss hit
24,2019-08-05,2019-08-08,0.052934719815135756,0.05407110091743119,408.59418187125476,Take-profit hit
25,2019-08-14,2019-08-15,0.052488558352402744,0.05099485420240137,-542.4799352582621,Stop-loss hit
26,2019-08-23,2019-08-27,0.04975750577367206,0.04975666280417149,-0.33930289197815,Stop-loss hit
27,2019-09-05,2019-09-06,0.052240592930444696,0.05279840091376357,-204.0445914557836,Stop-loss hit
28,2019-09-24,2019-09-25,0.0547566628041715,0.05759604190919674,942.609487282896,Stop-loss hit
29,2019-09-25,2019-09-26,0.05759604190919674,0.0578424456202234,-73.54330117573542,Stop-loss hit
30,2019-10-08,2019-10-09,0.05606604866743917,0.05607433217189315,2.6290967390038986,Stop-loss hit
31,2019-10-11,2019-10-14,0.05861764705882353,0.057222222222222216,408.5045275121248,Take-profit hit
32,2019-10-24,2019-10-28,0.05899297423887588,0.06297391304347826,-1155.2770598867407,Stop-loss hit
33,2019-11-18,2019-11-25,0.0632700057570524,0.06254744105807936,180.70940494336537,Take-profit hit
