Date,pnl
2010-05-10,-2.0500000000000007
2010-05-19,-3.789999999999999
2010-06-24,-6.189999999999998
2010-06-28,-6.549999999999997
2010-06-30,-6.639999999999997
2010-07-26,-6.529999999999994
2010-07-29,-6.819999999999993
2010-08-13,-5.789999999999992
2010-08-24,-5.699999999999992
2010-12-14,11.95000000000001
2010-12-21,12.210000000000008
2011-01-12,14.110000000000007
2011-08-18,9.81000000000001
2011-08-25,9.390000000000008
2011-08-29,8.930000000000007
2011-09-19,9.16000000000001
2011-09-21,8.880000000000017
2011-10-03,15.160000000000018
2011-10-10,11.470000000000017
2011-10-18,10.940000000000015
2011-10-25,7.640000000000018
2011-11-15,9.610000000000017
2012-03-09,8.81000000000002
2012-03-13,8.81000000000002
2012-05-22,16.71000000000002
2012-07-02,17.220000000000017
2012-07-20,15.290000000000017
2012-07-24,15.460000000000019
2012-08-03,16.55000000000002
2012-08-15,18.970000000000017
2012-08-30,20.21000000000002
2012-09-25,23.620000000000022
2012-10-03,22.500000000000025
2012-12-11,18.580000000000023
2012-12-18,16.600000000000026
2013-08-01,29.530000000000026
2013-08-08,28.880000000000027
2013-08-22,32.65000000000003
2013-08-27,31.96000000000003
2013-10-18,35.28000000000003
2013-12-31,32.14000000000003
2014-01-10,32.23000000000003
2014-01-15,32.08000000000003
2014-03-05,36.090000000000025
2014-03-11,35.15000000000003
2014-03-18,34.93000000000002
2014-04-14,37.40000000000002
2014-04-24,37.46000000000002
2014-04-28,37.21000000000002
2014-05-01,36.93000000000002
2014-05-05,36.74000000000002
2014-06-24,33.85000000000002
2014-07-01,34.480000000000025
2014-10-01,28.160000000000025
2014-10-07,29.130000000000024
2014-11-11,27.240000000000023
2014-11-24,29.300000000000022
2015-02-02,30.61000000000002
2015-02-05,29.91000000000002
2015-02-09,29.73000000000002
2015-03-18,32.880000000000024
2015-03-30,32.68000000000002
2015-04-01,31.88000000000002
2015-05-12,30.94000000000002
2015-05-18,30.56000000000002
2015-08-21,36.65000000000002
2015-09-03,37.46000000000002
2015-09-23,37.29000000000002
2015-10-16,39.05000000000002
2015-10-20,38.68000000000002
2015-11-16,39.70000000000002
2015-11-18,39.100000000000016
2015-12-16,39.04000000000001
2016-02-29,35.26000000000001
2016-04-08,33.930000000000014
